,p,target,word
415,0.0,0,thruth
416,0.9988055882743831,1,chase
417,0.0011944117256168323,0,chase
418,0.9882031382143988,1,now
419,0.011796861785601222,0,now
420,0.9567753484258598,1,code
421,0.043224651574140155,0,code
422,0.9667958543865192,1,meet
423,0.03320414561348093,0,meet
424,0.9940405827800995,1,lovely
425,0.0059594172199004805,0,lovely
426,0.9994336766950416,1,graduation
427,0.0005663233049584512,0,graduation
428,0.9933856041368755,1,secure
429,0.006614395863124558,0,secure
430,0.9996387211319583,1,honors
431,0.00036127886804172897,0,honors
432,1.0,1,graduations
433,0.0,0,graduations
434,0.9926083088012224,1,also
435,0.007391691198777546,0,also
436,0.9859984856331446,1,great
437,0.014001514366855466,0,great
438,0.9832717764274606,1,digital
439,0.016728223572539325,0,digital
440,0.9939322785438995,1,version
441,0.006067721456100387,0,version
442,0.9970747877125707,1,proud
443,0.002925212287429207,0,proud
444,0.991322410532818,1,member
445,0.008677589467181963,0,member
446,0.9992145949124988,1,honor
447,0.0007854050875011621,0,honor
448,0.9977493449047732,1,exclusively
449,0.0022506550952267395,0,exclusively
450,0.9837106146170999,1,members
451,0.0162893853829002,0,members
452,0.9995866417309849,1,society
453,0.0004133582690151626,0,society
454,0.9850373736926189,1,as
455,0.014962626307381079,0,as
456,0.9857702894263531,1,eligible
457,0.014229710573646772,0,eligible
458,0.9989148930639871,1,activate
459,0.0010851069360129709,0,activate
460,0.9953341789368335,1,university
461,0.004665821063166552,0,university
462,0.987487945414028,1,pack
463,0.012512054585972019,0,pack
464,0.9997662015089892,1,medallion
465,0.00023379849101083018,0,medallion
466,0.9991927957151335,1,stole
467,0.000807204284866417,0,stole
468,0.9988914905894296,1,grad
469,0.0011085094105703522,0,grad
470,0.9871415679465494,1,best
471,0.012858432053450646,0,best
472,0.9984080848332246,1,recognize
473,0.0015919151667753149,0,recognize
474,0.9958082874350365,1,membership
475,0.0041917125649634695,0,membership
476,0.9967171275791762,1,hold
477,0.003282872420823888,0,hold
478,0.9992670889879192,1,distinctive
479,0.0007329110120809002,0,distinctive
480,0.9999149697160266,1,intertwined
481,8.503028397344574e-05,0,intertwined
482,0.9999362259313381,1,cords
483,6.377406866187643e-05,0,cords
484,0.9993201623757162,1,ribbon
485,0.0006798376242838251,0,ribbon
486,0.9989678606083497,1,shield
487,0.0010321393916502357,0,shield
488,0.9735718383326469,1,logo
489,0.02642816166735305,0,logo
490,0.9871330595932732,1,gold
491,0.012866940406726857,0,gold
492,0.9872096400532921,1,blue
493,0.012790359946707781,0,blue
494,0.9982428165737225,1,navy
495,0.00175718342627745,0,navy
496,0.9869078265403436,1,certificate
497,0.013092173459656386,0,certificate
498,0.9995792414143584,1,proudly
499,0.00042075858564157205,0,proudly
500,0.9980903098128241,1,mailed
501,0.0019096901871758166,0,mailed
502,0.9984335155765282,1,pdf
503,0.0015664844234719061,0,pdf
504,0.9700830013160818,1,download
505,0.02991699868391818,0,download
506,0.9629660438465444,1,link
507,0.03703395615345554,0,link
508,0.9878716125541185,1,apparel
509,0.012128387445881631,0,apparel
510,1.0,1,softstyle
511,0.0,0,softstyle
512,1.0,1,preshrunk
513,0.0,0,preshrunk
514,0.9998087021936932,1,stitched
515,0.00019129780630676075,0,stitched
516,0.9963235454646572,1,vintage
517,0.0036764545353428863,0,vintage
518,0.9988533099586067,1,cap
519,0.0011466900413934027,0,cap
520,0.9938899050493799,1,profile
521,0.006110094950620189,0,profile
522,0.9974426756062665,1,panel
523,0.002557324393733548,0,panel
524,0.992178677692515,1,fabric
525,0.007821322307484974,0,fabric
526,0.9928446388087501,1,piece
527,0.00715536119124997,0,piece
528,0.9999444543863436,1,connecticut
529,5.554561365644453e-05,0,connecticut
530,0.9983861628183986,1,nw
531,0.0016138371816013732,0,nw
532,0.997086316128158,1,dc
533,0.0029136838718419908,0,dc
534,0.9956185898462652,1,exclude
535,0.004381410153734825,0,exclude
536,0.9963778141718249,1,mailings
537,0.0036221858281750784,0,mailings
538,0.9735491695089968,1,visit
539,0.026450830491003184,0,visit
540,0.997518824239772,1,replace
541,0.0024811757602279717,0,replace
542,0.9831191364700587,1,my
543,0.01688086352994136,0,my
544,0.9999852821852204,1,regalia
545,1.4717814779610182e-05,0,regalia
546,0.9813521115739292,1,must
547,0.01864788842607085,0,must
548,0.984820906572891,1,an
549,0.015179093427108922,0,an
550,0.981541677876865,1,paid
551,0.01845832212313497,0,paid
552,0.9997237044374391,1,dues
553,0.0002762955625608721,0,dues
554,1.0,1,stolethe
555,0.0,0,stolethe
556,0.9902763586029418,1,way
557,0.00972364139705823,0,way
558,0.9979209124995639,1,charm
559,0.002079087500436079,0,charm
560,0.9996365967344399,1,cord
561,0.00036340326556008975,0,cord
562,0.9999149697160266,1,enamel
563,8.503028397344574e-05,0,enamel
564,0.9959462947275204,1,front
565,0.004053705272479564,0,front
566,0.9980267790812726,1,engraved
567,0.00197322091872749,0,engraved
568,0.9869480228757006,1,premium
569,0.01305197712429929,0,premium
570,0.982373357744858,1,intended
571,0.01762664225514191,0,intended
572,0.9914829088337437,1,nan
573,0.008517091166256381,0,nan
574,0.9874233186072298,1,been
575,0.012576681392770222,0,been
576,0.9807099445130819,1,us
577,0.01929005548691807,0,us
578,0.9838116168433871,1,residential
579,0.01618838315661279,0,residential
580,0.9777380824563489,1,sender
581,0.022261917543651196,0,sender
582,0.9705285750205457,1,contact
583,0.02947142497945443,0,contact
584,0.9874361213592854,1,letter
585,0.012563878640714503,0,letter
586,0.9790201333670895,1,quote
587,0.02097986663291046,0,quote
588,0.9929703921150828,1,content
589,0.007029607884917217,0,content
590,0.9938200608721754,1,itself
591,0.006179939127824466,0,itself
592,0.9907116954407206,1,draft
593,0.009288304559279313,0,draft
594,0.9779576240898481,1,cash
595,0.02204237591015197,0,cash
596,0.9894841568218486,1,but
597,0.010515843178151369,0,but
598,0.982807327241833,1,bank
599,0.01719267275816704,0,bank
600,0.9950499304720682,1,colleague
601,0.004950069527931798,0,colleague
602,0.9906178060541443,1,states
603,0.009382193945855597,0,states
604,0.9914987182958224,1,he
605,0.008501281704177698,0,he
606,0.9820135179142669,1,three
607,0.017986482085733006,0,three
608,0.8862220396909885,1,project
609,0.11377796030901148,0,project
610,0.9958082874350366,1,consulting
611,0.00419171256496347,0,consulting
612,0.960356116741039,1,west
613,0.03964388325896094,0,west
614,0.9551297022439921,1,because
615,0.04487029775600797,0,because
616,0.979615886048335,1,do
617,0.020384113951664916,0,do
618,0.9596772081656222,1,delivery
619,0.04032279183437783,0,delivery
620,0.9935838959492774,1,immediate
621,0.006416104050722668,0,immediate
622,0.9170095575051269,1,note
623,0.08299044249487303,0,note
624,0.9971381972975055,1,confirms
625,0.0028618027024944316,0,confirms
626,0.9827701022619608,1,it
627,0.017229897738039266,0,it
628,0.9752865953550536,1,only
629,0.024713404644946448,0,only
630,0.984210648877863,1,working
631,0.015789351122137033,0,working
632,0.9766418511776632,1,arrive
633,0.02335814882233671,0,arrive
634,0.9851682944281662,1,its
635,0.014831705571833697,0,its
636,0.9313037100627509,1,shipping
637,0.06869628993724898,0,shipping
638,0.9460009134092127,1,processing
639,0.05399908659078738,0,processing
640,0.9706036736641612,1,made
641,0.029396326335838843,0,made
642,0.9655158705694197,1,clearance
643,0.034484129430580365,0,clearance
644,0.9998087021936932,1,certify
645,0.00019129780630676075,0,certify
646,0.9940090736588745,1,drug
647,0.00599092634112548,0,drug
648,0.9951257141870568,1,fund
649,0.004874285812943201,0,fund
650,0.9976004249648098,1,neither
651,0.002399575035190088,0,neither
652,0.9994263260662098,1,terrorism
653,0.0005736739337901433,0,terrorism
654,0.9889976687946692,1,avoid
655,0.01100233120533079,0,avoid
656,0.9970043420760476,1,form
657,0.002995657923952423,0,form
658,0.9980903098128241,1,query
659,0.0019096901871758166,0,query
660,0.9933478432410997,1,authority
661,0.006652156758900291,0,authority
662,0.9863108889828495,1,pay
663,0.01368911101715044,0,pay
664,0.9980358544048926,1,sum
665,0.0019641455951074356,0,sum
666,0.9989381597689603,1,fedex
667,0.0010618402310397046,0,fedex
668,0.9754752440264326,1,department
669,0.024524755973567413,0,department
670,0.9946080887496774,1,keeping
671,0.005391911250322563,0,keeping
672,0.9665802434874159,1,privacy
673,0.033419756512584095,0,privacy
674,0.9886502315838008,1,condition
675,0.011349768416199233,0,condition
676,0.9917456545481966,1,informed
677,0.008254345451803395,0,informed
678,0.9998087021936931,1,wished
679,0.0001912978063067607,0,wished
680,0.9867836040200457,1,accept
681,0.013216395979954226,0,accept
682,0.9802320074991596,1,payments
683,0.019767992500840458,0,payments
684,0.7261530686969389,1,items
685,0.27384693130306115,0,items
686,0.9794877060035533,1,time
687,0.020512293996446787,0,time
688,0.9860906026075826,1,payment
689,0.01390939739241742,0,payment
690,0.9946711849702965,1,knowing
691,0.005328815029703588,0,knowing
692,0.9867729578305331,1,even
693,0.013227042169466876,0,even
694,0.9118896841255353,1,accepted
695,0.08811031587446462,0,accepted
696,0.925780958041073,1,case
697,0.0742190419589271,0,case
698,0.9946711849702964,1,kindly
699,0.0053288150297035874,0,kindly
700,0.97630434217828,1,send
701,0.023695657821720017,0,send
702,0.9907742982531811,1,response
703,0.009225701746818893,0,response
704,0.9902267917523514,1,possible
705,0.00977320824764865,0,possible
706,0.9884632511006689,1,fail
707,0.011536748899331166,0,fail
708,0.9575848189557392,1,respond
709,0.0424151810442608,0,respond
710,0.991789084626286,1,date
711,0.008210915373714094,0,date
712,0.9821477278478851,1,refer
713,0.01785227215211493,0,refer
714,0.9912754057185026,1,commission
715,0.00872459428149748,0,commission
716,0.9984716641206531,1,welfare
717,0.0015283358793469531,0,welfare
718,0.9882613916022497,1,those
719,0.011738608397750249,0,those
720,0.9602318054753136,1,return
721,0.03976819452468642,0,return
722,0.9777990563554156,1,details
723,0.022200943644584404,0,details
724,0.9924754226077066,1,post
725,0.007524577392293377,0,post
726,0.9928446388087501,1,executive
727,0.0071553611912499706,0,executive
728,0.997518824239772,1,frederick
729,0.002481175760227972,0,frederick
730,0.9817787387691973,1,phone
731,0.018221261230802675,0,phone
732,0.9912942071093083,1,given
733,0.00870579289069177,0,given
734,0.9937255814321292,1,mandatory
735,0.006274418567870813,0,mandatory
736,0.9991715710947782,1,reconfirm
737,0.0008284289052217964,0,reconfirm
738,0.998789682059614,1,postal
739,0.0012103179403858604,0,postal
740,0.9966628219046385,1,marital
741,0.003337178095361502,0,marital
742,0.9843469005700303,1,submit
743,0.0156530994299697,0,submit
744,0.9878219908916296,1,give
745,0.012178009108370408,0,give
746,0.9944062346258612,1,effect
747,0.00559376537413885,0,effect
748,0.9930046940002263,1,confirm
749,0.00699530599977371,0,confirm
750,0.9651889770714613,1,attached
751,0.03481102292853869,0,attached
752,0.9875422771600769,1,which
753,0.01245772283992299,0,which
754,0.9801829847290353,1,takes
755,0.019817015270964616,0,takes
756,0.9730507223314072,1,hours
757,0.026949277668592786,0,hours
758,0.9871563654320367,1,high
759,0.012843634567963306,0,high
760,0.9810415917538724,1,had
761,0.01895840824612761,0,had
762,0.9981665573680151,1,inform
763,0.0018334426319849063,0,inform
764,0.990666626314148,1,his
765,0.009333373685851982,0,his
766,0.9822400184590863,1,number
767,0.017759981540913718,0,number
768,0.9823323264166747,1,gotten
769,0.01766767358332534,0,gotten
770,0.9984716641206531,1,sealed
771,0.001528335879346953,0,sealed
772,0.9740330001527466,1,recipient
773,0.025966999847253244,0,recipient
774,0.9691905515475013,1,ensure
775,0.03080944845249871,0,ensure
776,0.9805730742647654,1,well
777,0.019426925735234735,0,well
778,0.9980903098128242,1,enable
779,0.0019096901871758166,0,enable
780,0.9921033421585213,1,successful
781,0.007896657841478711,0,successful
782,0.9893052207174388,1,yours
783,0.010694779282561245,0,yours
784,0.9869699495296643,1,smith
785,0.01303005047033566,0,smith
786,0.9940090736588745,1,pushing
787,0.00599092634112548,0,pushing
788,1.0,1,untended
789,0.0,0,untended
790,0.9975721352016385,1,taylor
791,0.0024278647983615466,0,taylor
792,0.9935366764330239,1,somebody
793,0.006463323566976025,0,somebody
794,0.9986624505774748,1,wounds
795,0.0013375494225251897,0,wounds
796,0.9931590818154208,1,behavior
797,0.006840918184579195,0,behavior
798,0.9792864174769783,1,no
799,0.020713582523021648,0,no
800,0.9983762982257989,1,pushed
801,0.001623701774201208,0,pushed
802,0.9871796723713103,1,where
803,0.012820327628689671,0,where
804,0.9486009293108218,1,feel
805,0.051399070689178095,0,feel
806,0.9879281980367842,1,without
807,0.012071801963215743,0,without
808,0.9998087021936932,1,pusher
809,0.00019129780630676075,0,pusher
810,0.9977568636767679,1,conscious
811,0.002243136323232214,0,conscious
812,0.9991397358548729,1,belong
813,0.0008602641451270983,0,belong
814,0.9877627037470671,1,ones
815,0.012237296252932867,0,ones
816,0.9823323264166747,1,comes
817,0.017667673583325345,0,comes
818,0.9986351909055787,1,responsibility
819,0.0013648090944212933,0,responsibility
820,0.9969208265763119,1,feelings
821,0.003079173423688266,0,feelings
822,0.9937255814321292,1,tender
823,0.006274418567870813,0,tender
824,0.997328474452403,1,buttons
825,0.0026715255475969297,0,buttons
826,0.9863180479527629,1,someone
827,0.013681952047237055,0,someone
828,0.993914558279382,1,seemingly
829,0.006085441720617926,0,seemingly
830,0.9799207196236015,1,when
831,0.020079280376398452,0,when
832,0.9992352476611074,1,unconsciously
833,0.0007647523388926486,0,unconsciously
834,0.9750021055891834,1,else
835,0.024997894410816665,0,else
836,0.9612051574329146,1,was
837,0.038794842567085444,0,was
838,0.9965678012121599,1,stranger
839,0.0034321987878400107,0,stranger
840,0.9944608953605485,1,sometimes
841,0.005539104639451594,0,sometimes
842,0.9962014624851614,1,known
843,0.0037985375148385115,0,known
844,0.9928760741491425,1,whose
845,0.007123925850857548,0,whose
846,0.9852902096436479,1,like
847,0.01470979035635213,0,like
848,0.9895861960965977,1,spots
849,0.01041380390340224,0,spots
850,0.9965678012121599,1,touched
851,0.0034321987878400107,0,touched
852,0.9996174775630895,1,symbolize
853,0.0003825224369104774,0,symbolize
854,0.9850168249079522,1,pain
855,0.014983175092047898,0,pain
856,0.9901673846024498,1,needs
857,0.009832615397550183,0,needs
858,0.9978997418783391,1,wound
859,0.0021002581216608513,0,wound
860,0.971964970875065,1,recent
861,0.028035029124935083,0,recent
862,0.9990442423058672,1,adequately
863,0.00095575769413281,0,adequately
864,0.9929703921150828,1,whatever
865,0.007029607884917217,0,whatever
866,0.9919633833710636,1,who
867,0.008036616628936335,0,who
868,0.9910404484948702,1,attention
869,0.008959551505129846,0,attention
870,0.991933879028722,1,caring
871,0.008066120971278097,0,caring
872,0.9996174775630895,1,distracts
873,0.0003825224369104774,0,distracts
874,0.9892115977112328,1,resolution
875,0.010788402288767185,0,resolution
876,0.9868043056017244,1,same
877,0.013195694398275564,0,same
